idade,ano,sexo,clientela,populacao
11,2025,1,2,1034414
11,2025,3,1,6479778
11,2025,3,2,965294
11,2026,1,1,5536414
11,2026,1,2,1040517
11,2026,3,1,6518009
11,2026,3,2,970989
11,2027,1,1,5567418
11,2027,1,2,1046344
11,2027,3,1,6554510
11,2027,3,2,976427
11,2028,1,1,5596925
11,2028,1,2,1051890
11,2028,3,1,6589249
11,2028,3,2,981602
11,2029,1,1,5624910
11,2029,1,2,1057149
11,2029,3,1,6622195
11,2029,3,2,986510
11,2030,1,1,5651347
11,2030,1,2,1062118
11,2030,3,1,6653319
11,2030,3,2,991147
11,2031,1,1,5676213
11,2031,1,2,1066791
11,2031,3,1,6682594
11,2031,3,2,995508
11,2032,1,1,5699485
11,2032,1,2,1071165
11,2032,3,1,6709993
11,2032,3,2,999590
11,2033,1,1,5721143
11,2033,1,2,1075235
11,2033,3,1,6735491
11,2033,3,2,1003388
11,2034,1,1,5741167
11,2034,1,2,1078998
11,2034,3,1,6759065
11,2034,3,2,1006900
11,2035,1,1,5759539
11,2035,1,2,1082451
11,2035,3,1,6780694
11,2035,3,2,1010122
11,2036,1,1,5776242
11,2036,1,2,1085590
11,2036,3,1,6800358
11,2036,3,2,1013051
11,2037,1,1,5791838
11,2037,1,2,1088521
11,2037,3,1,6818719
11,2037,3,2,1015786
11,2038,1,1,5805738
11,2038,1,2,1091133
11,2038,3,1,6835084
11,2038,3,2,1018224
11,2039,1,1,5817930
11,2039,1,2,1093424
11,2039,3,1,6849438
11,2039,3,2,1020362
11,2040,1,1,5828402
11,2040,1,2,1095392
11,2040,3,1,6861767
11,2040,3,2,1022199
11,2041,1,1,5837727
11,2041,1,2,1097145
11,2041,3,1,6872746
11,2041,3,2,1023835
11,2042,1,1,5845316
11,2042,1,2,1098571
11,2042,3,1,6881681
11,2042,3,2,1025166
11,2043,1,1,5851746
11,2043,1,2,1099779
11,2043,3,1,6889251
11,2043,3,2,1026294
11,2044,1,1,5856427
11,2044,1,2,1100659
11,2044,3,1,6894762
11,2044,3,2,1027115
11,2045,1,1,5859941
11,2045,1,2,1101319
11,2045,3,1,6898899
11,2045,3,2,1027731
11,2046,1,1,5861699
11,2046,1,2,1101649
11,2046,3,1,6900969
11,2046,3,2,1028039
11,2047,1,1,5862285
11,2047,1,2,1101759
11,2047,3,1,6901659
11,2047,3,2,1028142
11,2048,1,1,5861113
11,2048,1,2,1101539
11,2048,3,1,6900279
11,2048,3,2,1027936
11,2049,1,1,5858769
11,2049,1,2,1101098
11,2049,3,1,6897519
11,2049,3,2,1027525
11,2050,1,1,5854668
11,2050,1,2,1100327
11,2050,3,1,6892691
11,2050,3,2,1026806
11,2051,1,1,5849399
11,2051,1,2,1099337
11,2051,3,1,6886488
11,2051,3,2,1025882
11,2052,1,1,5842380
11,2052,1,2,1098018
11,2052,3,1,6878224
11,2052,3,2,1024651
11,2053,1,1,5834201
11,2053,1,2,1096481
11,2053,3,1,6868594
11,2053,3,2,1023216
11,2054,1,1,5824866
11,2054,1,2,1094727
11,2054,3,1,6857604
11,2054,3,2,1021579
11,2055,1,1,5835933
11,2055,1,2,1096807
11,2055,3,1,6870633
11,2055,3,2,1023520
11,2056,1,1,5823678
11,2056,1,2,1094504
11,2056,3,1,6856205
11,2056,3,2,1021371
11,2057,1,1,5809701
11,2057,1,2,1091877
11,2057,3,1,6839750
11,2057,3,2,1018920
11,2058,1,1,5794596
11,2058,1,2,1089038
11,2058,3,1,6821967
11,2058,3,2,1016271
11,2059,1,1,5777792
11,2059,1,2,1085880
11,2059,3,1,6802183
11,2059,3,2,1013324
11,2060,1,1,5759881
11,2060,1,2,1082514
11,2060,3,1,6781096
11,2060,3,2,1010183
12,2013,1,1,3969658
12,2013,1,2,832816
12,2013,3,1,4730958
12,2013,3,2,757782
12,2014,1,1,4043593
12,2014,1,2,781508
12,2014,3,1,4887169
12,2014,3,2,735973
12,2015,1,1,4212576
12,2015,1,2,826136
12,2015,3,1,5128314
12,2015,3,2,735210
12,2016,1,1,4247540
12,2016,1,2,832993
12,2016,3,1,5170879
12,2016,3,2,741312
12,2017,1,1,4281520
12,2017,1,2,839657
12,2017,3,1,5212246
12,2017,3,2,747242
12,2018,1,1,4316628
12,2018,1,2,846542
12,2018,3,1,5254986
12,2018,3,2,753369
12,2019,1,1,4350729
12,2019,1,2,853230
12,2019,3,1,5296500
12,2019,3,2,759321
12,2020,1,1,4384230
12,2020,1,2,859800
12,2020,3,1,5337283
12,2020,3,2,765168
12,2021,1,1,4416673
12,2021,1,2,866163
12,2021,3,1,5376779
12,2021,3,2,770830
12,2022,1,1,4448031
12,2022,1,2,872313
12,2022,3,1,5414954
12,2022,3,2,776303
12,2023,1,1,4478278
12,2023,1,2,878245
12,2023,3,1,5451776
12,2023,3,2,781582
12,2024,1,1,4507387
12,2024,1,2,883954
12,2024,3,1,5487213
12,2024,3,2,786662
12,2025,1,1,4535333
12,2025,1,2,889435
12,2025,3,1,5521234
12,2025,3,2,791539
12,2026,1,1,4562091
12,2026,1,2,894683
12,2026,3,1,5553809
12,2026,3,2,796209
12,2027,1,1,4587639
12,2027,1,2,899693
12,2027,3,1,5584910
12,2027,3,2,800668
12,2028,1,1,4611953
12,2028,1,2,904461
12,2028,3,1,5614510
12,2028,3,2,804912
12,2029,1,1,4635013
12,2029,1,2,908983
12,2029,3,1,5642583
12,2029,3,2,808937
12,2030,1,1,4656798
12,2030,1,2,913255
12,2030,3,1,5669103
12,2030,3,2,812739
12,2031,1,1,4677288
12,2031,1,2,917273
12,2031,3,1,5694047
12,2031,3,2,816315
12,2032,1,1,4696465
12,2032,1,2,921034
12,2032,3,1,5717393
12,2032,3,2,819662
12,2033,1,1,4714312
12,2033,1,2,924534
12,2033,3,1,5739119
12,2033,3,2,822777
12,2034,1,1,4730812
12,2034,1,2,927770
12,2034,3,1,5759206
12,2034,3,2,825657
12,2035,1,1,4745951
12,2035,1,2,930739
12,2035,3,1,5777635
12,2035,3,2,828299
12,2036,1,1,4759714
12,2036,1,2,933438
12,2036,3,1,5794390
12,2036,3,2,830701
12,2037,1,1,4772565
12,2037,1,2,935958
12,2037,3,1,5810035
12,2037,3,2,832944
12,2038,1,1,4784019
12,2038,1,2,938204
12,2038,3,1,5823979
12,2038,3,2,834943
12,2039,1,1,4794065
12,2039,1,2,940174
12,2039,3,1,5836209
12,2039,3,2,836696
12,2040,1,1,4802694
12,2040,1,2,941866
12,2040,3,1,5846714
12,2040,3,2,838202
12,2041,1,1,4810378
12,2041,1,2,943373
12,2041,3,1,5856069
12,2041,3,2,839543
12,2042,1,1,4816631
12,2042,1,2,944599
12,2042,3,1,5863682
12,2042,3,2,840634
12,2043,1,1,4821929
12,2043,1,2,945638
12,2043,3,1,5870132
12,2043,3,2,841559
12,2044,1,1,4825787
12,2044,1,2,946395
12,2044,3,1,5874828
12,2044,3,2,842232
12,2045,1,1,4828682
12,2045,1,2,946963
12,2045,3,1,5878353
12,2045,3,2,842737
12,2046,1,1,4830131
12,2046,1,2,947247
12,2046,3,1,5880117
12,2046,3,2,842990
12,2047,1,1,4830614
12,2047,1,2,947342
12,2047,3,1,5880705
12,2047,3,2,843074
12,2048,1,1,4829648
12,2048,1,2,947153
12,2048,3,1,5879529
12,2048,3,2,842905
12,2049,1,1,4827716
12,2049,1,2,946774
12,2049,3,1,5877177
12,2049,3,2,842568
12,2050,1,1,4824337
12,2050,1,2,946111
12,2050,3,1,5873063
12,2050,3,2,841978
12,2051,1,1,4819995
12,2051,1,2,945260
12,2051,3,1,5867777
12,2051,3,2,841220
12,2052,1,1,4814211
12,2052,1,2,944126
12,2052,3,1,5860736
12,2052,3,2,840211
12,2053,1,1,4807471
12,2053,1,2,942804
12,2053,3,1,5852531
12,2053,3,2,839035
12,2054,1,1,4799779
12,2054,1,2,941296
12,2054,3,1,5843167
12,2054,3,2,837693
12,2055,1,1,4808899
12,2055,1,2,943084
12,2055,3,1,5854269
12,2055,3,2,839285
12,2056,1,1,4798800
12,2056,1,2,941104
12,2056,3,1,5841975
12,2056,3,2,837523
12,2057,1,1,4787283
12,2057,1,2,938845
12,2057,3,1,5827954
12,2057,3,2,835513
12,2058,1,1,4774836
12,2058,1,2,936404
12,2058,3,1,5812801
12,2058,3,2,833341
12,2059,1,1,4760989
12,2059,1,2,933688
12,2059,3,1,5795944
12,2059,3,2,830924
12,2060,1,1,4746230
12,2060,1,2,930794
12,2060,3,1,5777977
12,2060,3,2,828348
13,2013,1,1,3177025
13,2013,1,2,702827
13,2013,3,1,3840527
13,2013,3,2,669411
13,2014,1,1,3465265
13,2014,1,2,702468
13,2014,3,1,4207302
13,2014,3,2,636839
13,2015,1,1,3410421
13,2015,1,2,716151
13,2015,3,1,4350419
13,2015,3,2,685553
13,2016,1,1,3438727
13,2016,1,2,722095
13,2016,3,1,4386527
13,2016,3,2,691243
13,2017,1,1,3466237
13,2017,1,2,727872
13,2017,3,1,4421619
13,2017,3,2,696773
13,2018,1,1,3494660
13,2018,1,2,733841
13,2018,3,1,4457876
13,2018,3,2,702487
13,2019,1,1,3522268
13,2019,1,2,739638
13,2019,3,1,4493093
13,2019,3,2,708037
13,2020,1,1,3549389
13,2020,1,2,745333
13,2020,3,1,4527690
13,2020,3,2,713489
13,2021,1,1,3575654
13,2021,1,2,750848
13,2021,3,1,4561195
13,2021,3,2,718769
13,2022,1,1,3601041
13,2022,1,2,756179
13,2022,3,1,4593579
13,2022,3,2,723872
13,2023,1,1,3625528
13,2023,1,2,761321
13,2023,3,1,4624815
13,2023,3,2,728794
13,2024,1,1,3649094
13,2024,1,2,766270
13,2024,3,1,4654876
13,2024,3,2,733531
13,2025,1,1,3671718
13,2025,1,2,771021
13,2025,3,1,4683736
13,2025,3,2,738079
13,2026,1,1,3693381
13,2026,1,2,775570
13,2026,3,1,4711370
13,2026,3,2,742434
13,2027,1,1,3714064
13,2027,1,2,779913
13,2027,3,1,4737754
13,2027,3,2,746592
13,2028,1,1,3733749
13,2028,1,2,784047
13,2028,3,1,4762864
13,2028,3,2,750549
13,2029,1,1,3752418
13,2029,1,2,787967
13,2029,3,1,4786678
13,2029,3,2,754302
13,2030,1,1,3770054
13,2030,1,2,791670
13,2030,3,1,4809175
13,2030,3,2,757847
13,2031,1,1,3786642
13,2031,1,2,795153
13,2031,3,1,4830335
13,2031,3,2,761182
13,2032,1,1,3802167
13,2032,1,2,798413
13,2032,3,1,4850139
13,2032,3,2,764303
13,2033,1,1,3816615
13,2033,1,2,801447
13,2033,3,1,4868570
13,2033,3,2,767207
13,2034,1,1,3829973
13,2034,1,2,804252
13,2034,3,1,4885610
13,2034,3,2,769892
13,2035,1,1,3842229
13,2035,1,2,806826
13,2035,3,1,4901244
13,2035,3,2,772356
13,2036,1,1,3853371
13,2036,1,2,809166
13,2036,3,1,4915458
13,2036,3,2,774596
13,2037,1,1,3863775
13,2037,1,2,811351
13,2037,3,1,4928730
13,2037,3,2,776687
13,2038,1,1,3873048
13,2038,1,2,813298
13,2038,3,1,4940559
13,2038,3,2,778551
13,2039,1,1,3881181
13,2039,1,2,815006
13,2039,3,1,4950934
13,2039,3,2,780186
13,2040,1,1,3888167
13,2040,1,2,816473
13,2040,3,1,4959846
13,2040,3,2,781590
13,2041,1,1,3894388
13,2041,1,2,817779
13,2041,3,1,4967782
13,2041,3,2,782841
13,2042,1,1,3899451
13,2042,1,2,818842
13,2042,3,1,4974240
13,2042,3,2,783859
13,2043,1,1,3903740
13,2043,1,2,819743
13,2043,3,1,4979712
13,2043,3,2,784721
13,2044,1,1,3906863
13,2044,1,2,820399
13,2044,3,1,4983696
13,2044,3,2,785349
13,2045,1,1,3909207
13,2045,1,2,820891
13,2045,3,1,4986686
13,2045,3,2,785820
13,2046,1,1,3910380
13,2046,1,2,821137
13,2046,3,1,4988182
13,2046,3,2,786056
13,2047,1,1,3910771
13,2047,1,2,821219
13,2047,3,1,4988681
13,2047,3,2,786135
13,2048,1,1,3909989
13,2048,1,2,821055
13,2048,3,1,4987683
13,2048,3,2,785978
13,2049,1,1,3908425
13,2049,1,2,820727
13,2049,3,1,4985688
13,2049,3,2,785664
13,2050,1,1,3905689
13,2050,1,2,820152
13,2050,3,1,4982198
13,2050,3,2,785114
13,2051,1,1,3902174
13,2051,1,2,819414
13,2051,3,1,4977714
13,2051,3,2,784407
13,2052,1,1,3897491
13,2052,1,2,818431
13,2052,3,1,4971741
13,2052,3,2,783466
13,2053,1,1,3892035
13,2053,1,2,817285
13,2053,3,1,4964781
13,2053,3,2,782369
13,2054,1,1,3885808
13,2054,1,2,815977
13,2054,3,1,4956837
13,2054,3,2,781117
13,2055,1,1,3893191
13,2055,1,2,817527
13,2055,3,1,4966255
13,2055,3,2,782601
13,2056,1,1,3885015
13,2056,1,2,815810
13,2056,3,1,4955826
13,2056,3,2,780958
13,2057,1,1,3875691
13,2057,1,2,813852
13,2057,3,1,4943932
13,2057,3,2,779084
13,2058,1,1,3865614
13,2058,1,2,811736
13,2058,3,1,4931078
13,2058,3,2,777058
13,2059,1,1,3854404
13,2059,1,2,809382
13,2059,3,1,4916778
13,2059,3,2,774805
13,2060,1,1,3842455
13,2060,1,2,806873
13,2060,3,1,4901536
13,2060,3,2,772403
14,2013,1,1,2350414
14,2013,1,2,564302
14,2013,3,1,2891073
14,2013,3,2,469701
14,2014,1,1,2444465
14,2014,1,2,544733
14,2014,3,1,3091069
14,2014,3,2,492274
14,2015,1,1,2663475
14,2015,1,2,604007
14,2015,3,1,3425726
14,2015,3,2,510918
14,2016,1,1,2685582
14,2016,1,2,609020
14,2016,3,1,3454160
14,2016,3,2,515159
14,2017,1,1,2707067
14,2017,1,2,613892
14,2017,3,1,3481793
14,2017,3,2,519280
14,2018,1,1,2729265
14,2018,1,2,618926
14,2018,3,1,3510344
14,2018,3,2,523538
14,2019,1,1,2750826
14,2019,1,2,623816
14,2019,3,1,3538076
14,2019,3,2,527674
14,2020,1,1,2772007
14,2020,1,2,628619
14,2020,3,1,3565319
14,2020,3,2,531737
14,2021,1,1,2792520
14,2021,1,2,633271
14,2021,3,1,3591702
14,2021,3,2,535672
14,2022,1,1,2812347
14,2022,1,2,637767
14,2022,3,1,3617203
14,2022,3,2,539475
14,2023,1,1,2831471
14,2023,1,2,642104
14,2023,3,1,3641800
14,2023,3,2,543143
14,2024,1,1,2849876
14,2024,1,2,646278
14,2024,3,1,3665472
14,2024,3,2,546673
14,2025,1,1,2867545
14,2025,1,2,650285
14,2025,3,1,3688198
14,2025,3,2,550062
14,2026,1,1,2884464
14,2026,1,2,654122
14,2026,3,1,3709958
14,2026,3,2,553307
14,2027,1,1,2900617
14,2027,1,2,657785
14,2027,3,1,3730734
14,2027,3,2,556406
14,2028,1,1,2915990
14,2028,1,2,661271
14,2028,3,1,3750507
14,2028,3,2,559355
14,2029,1,1,2930570
14,2029,1,2,664577
14,2029,3,1,3769260
14,2029,3,2,562152
14,2030,1,1,2944344
14,2030,1,2,667701
14,2030,3,1,3786976
14,2030,3,2,564794
14,2031,1,1,2957299
14,2031,1,2,670639
14,2031,3,1,3803639
14,2031,3,2,567279
14,2032,1,1,2969424
14,2032,1,2,673389
14,2032,3,1,3819234
14,2032,3,2,569605
14,2033,1,1,2980708
14,2033,1,2,675948
14,2033,3,1,3833747
14,2033,3,2,571769
14,2034,1,1,2991140
14,2034,1,2,678314
14,2034,3,1,3847165
14,2034,3,2,573770
14,2035,1,1,3000712
14,2035,1,2,680485
14,2035,3,1,3859476
14,2035,3,2,575606
14,2036,1,1,3009414
14,2036,1,2,682458
14,2036,3,1,3870668
14,2036,3,2,577275
14,2037,1,1,3017539
14,2037,1,2,684301
14,2037,3,1,3881119
14,2037,3,2,578834
14,2038,1,1,3024781
14,2038,1,2,685943
14,2038,3,1,3890434
14,2038,3,2,580223
14,2039,1,1,3031133
14,2039,1,2,687383
14,2039,3,1,3898604
14,2039,3,2,581441
14,2040,1,1,3036589
14,2040,1,2,688620
14,2040,3,1,3905621
14,2040,3,2,582488
14,2041,1,1,3041448
14,2041,1,2,689722
14,2041,3,1,3911870
14,2041,3,2,583420
14,2042,1,1,3045402
14,2042,1,2,690619
14,2042,3,1,3916955
14,2042,3,2,584178
14,2043,1,1,3048752
14,2043,1,2,691379
14,2043,3,1,3921264
14,2043,3,2,584821
14,2044,1,1,3051191
14,2044,1,2,691932
14,2044,3,1,3924401
14,2044,3,2,585289
14,2045,1,1,3053022
14,2045,1,2,692347
14,2045,3,1,3926756
14,2045,3,2,585640
14,2046,1,1,3053938
14,2046,1,2,692555
14,2046,3,1,3927934
14,2046,3,2,585816
14,2047,1,1,3054243
14,2047,1,2,692624
14,2047,3,1,3928327
14,2047,3,2,585875
14,2048,1,1,3053632
14,2048,1,2,692485
14,2048,3,1,3927541
14,2048,3,2,585758
14,2049,1,1,3052411
14,2049,1,2,692208
14,2049,3,1,3925970
14,2049,3,2,585524
14,2050,1,1,3050274
14,2050,1,2,691723
14,2050,3,1,3923222
14,2050,3,2,585114
14,2051,1,1,3047529
14,2051,1,2,691100
14,2051,3,1,3919691
14,2051,3,2,584587
14,2052,1,1,3043872
14,2052,1,2,690271
14,2052,3,1,3914987
14,2052,3,2,583885
14,2053,1,1,3039611
14,2053,1,2,689305
14,2053,3,1,3909506
14,2053,3,2,583068
14,2054,1,1,3034748
14,2054,1,2,688202
14,2054,3,1,3903251
14,2054,3,2,582135
14,2055,1,1,3040514
14,2055,1,2,689510
14,2055,3,1,3910667
14,2055,3,2,583241
14,2056,1,1,3034129
14,2056,1,2,688062
14,2056,3,1,3902455
14,2056,3,2,582016
14,2057,1,1,3026847
14,2057,1,2,686411
14,2057,3,1,3893089
14,2057,3,2,580619
14,2058,1,1,3018977
14,2058,1,2,684626
14,2058,3,1,3882967
14,2058,3,2,579109
14,2059,1,1,3010222
14,2059,1,2,682641
14,2059,3,1,3871706
14,2059,3,2,577430
14,2060,1,1,3000890
14,2060,1,2,680525
14,2060,3,1,3859704
14,2060,3,2,575640
15,2013,1,1,3939534
15,2013,1,2,952818
15,2013,3,1,5839421
15,2013,3,2,882081
15,2014,1,1,4187067
15,2014,1,2,995496
15,2014,3,1,6168877
15,2014,3,2,946017
15,2015,1,1,4456324
15,2015,1,2,1095083
15,2015,3,1,6443453
15,2015,3,2,1012440
15,2016,1,1,4493311
15,2016,1,2,1104172
15,2016,3,1,6496934
15,2016,3,2,1020843
15,2017,1,1,4529257
15,2017,1,2,1113005
15,2017,3,1,6548909
15,2017,3,2,1029010
15,2018,1,1,4566397
15,2018,1,2,1122132
15,2018,3,1,6602610
15,2018,3,2,1037448
15,2019,1,1,4602472
15,2019,1,2,1130997
15,2019,3,1,6654771
15,2019,3,2,1045644
15,2020,1,1,4637911
15,2020,1,2,1139706
15,2020,3,1,6706013
15,2020,3,2,1053695
15,2021,1,1,4672232
15,2021,1,2,1148140
15,2021,3,1,6755637
15,2021,3,2,1061492
15,2022,1,1,4705405
15,2022,1,2,1156292
15,2022,3,1,6803602
15,2022,3,2,1069029
15,2023,1,1,4737402
15,2023,1,2,1164155
15,2023,3,1,6849866
15,2023,3,2,1076298
15,2024,1,1,4768195
15,2024,1,2,1171722
15,2024,3,1,6894390
15,2024,3,2,1083294
15,2025,1,1,4797758
15,2025,1,2,1178987
15,2025,3,1,6937135
15,2025,3,2,1090010
15,2026,1,1,4826065
15,2026,1,2,1185943
15,2026,3,1,6978064
15,2026,3,2,1096441
15,2027,1,1,4853091
15,2027,1,2,1192584
15,2027,3,1,7017141
15,2027,3,2,1102581
15,2028,1,1,4878812
15,2028,1,2,1198905
15,2028,3,1,7054332
15,2028,3,2,1108425
15,2029,1,1,4903206
15,2029,1,2,1204900
15,2029,3,1,7089604
15,2029,3,2,1113967
15,2030,1,1,4926251
15,2030,1,2,1210563
15,2030,3,1,7122925
15,2030,3,2,1119203
15,2031,1,1,4947927
15,2031,1,2,1215889
15,2031,3,1,7154266
15,2031,3,2,1124127
15,2032,1,1,4968214
15,2032,1,2,1220874
15,2032,3,1,7183598
15,2032,3,2,1128736
15,2033,1,1,4987093
15,2033,1,2,1225513
15,2033,3,1,7210896
15,2033,3,2,1133025
15,2034,1,1,5004548
15,2034,1,2,1229802
15,2034,3,1,7236134
15,2034,3,2,1136991
15,2035,1,1,5020563
15,2035,1,2,1233737
15,2035,3,1,7259290
15,2035,3,2,1140629
15,2036,1,1,5035123
15,2036,1,2,1237315
15,2036,3,1,7280342
15,2036,3,2,1143937
15,2037,1,1,5048718
15,2037,1,2,1240656
15,2037,3,1,7299999
15,2037,3,2,1147026
15,2038,1,1,5060835
15,2038,1,2,1243634
15,2038,3,1,7317519
15,2038,3,2,1149779
15,2039,1,1,5071463
15,2039,1,2,1246246
15,2039,3,1,7332886
15,2039,3,2,1152194
15,2040,1,1,5080592
15,2040,1,2,1248489
15,2040,3,1,7346085
15,2040,3,2,1154268
15,2041,1,1,5088721
15,2041,1,2,1250487
15,2041,3,1,7357839
15,2041,3,2,1156115
15,2042,1,1,5095336
15,2042,1,2,1252113
15,2042,3,1,7367404
15,2042,3,2,1157618
15,2043,1,1,5100941
15,2043,1,2,1253490
15,2043,3,1,7375508
15,2043,3,2,1158891
15,2044,1,1,5105022
15,2044,1,2,1254493
15,2044,3,1,7381408
15,2044,3,2,1159818
15,2045,1,1,5108085
15,2045,1,2,1255246
15,2045,3,1,7385837
15,2045,3,2,1160514
15,2046,1,1,5109617
15,2046,1,2,1255623
15,2046,3,1,7388053
15,2046,3,2,1160862
15,2047,1,1,5110128
15,2047,1,2,1255749
15,2047,3,1,7388792
15,2047,3,2,1160978
15,2048,1,1,5109106
15,2048,1,2,1255498
15,2048,3,1,7387314
15,2048,3,2,1160746
15,2049,1,1,5107062
15,2049,1,2,1254996
15,2049,3,1,7384359
15,2049,3,2,1160282
15,2050,1,1,5103487
15,2050,1,2,1254118
15,2050,3,1,7379190
15,2050,3,2,1159470
15,2051,1,1,5098894
15,2051,1,2,1252989
15,2051,3,1,7372549
15,2051,3,2,1158426
15,2052,1,1,5092775
15,2052,1,2,1251485
15,2052,3,1,7363702
15,2052,3,2,1157036
15,2053,1,1,5085645
15,2053,1,2,1249733
15,2053,3,1,7353393
15,2053,3,2,1155416
15,2054,1,1,5077508
15,2054,1,2,1247733
15,2054,3,1,7341628
15,2054,3,2,1153567
15,2055,1,1,5087155
15,2055,1,2,1250104
15,2055,3,1,7355577
15,2055,3,2,1155759
15,2056,1,1,5076472
15,2056,1,2,1247479
15,2056,3,1,7340130
15,2056,3,2,1153332
15,2057,1,1,5064288
15,2057,1,2,1244485
15,2057,3,1,7322514
15,2057,3,2,1150564
15,2058,1,1,5051121
15,2058,1,2,1241249
15,2058,3,1,7303475
15,2058,3,2,1147573
15,2059,1,1,5036473
15,2059,1,2,1237649
15,2059,3,1,7282295
15,2059,3,2,1144245
15,2060,1,1,5020860
15,2060,1,2,1233812
15,2060,3,1,7259720
15,2060,3,2,1140698
